pos/0,pos/1,neg/0,neg/1,neu/0,neu/1
drug,16,defending,16,starfighter,12
canada,16,wzelensky,16,held,12
announces,16,gave,16,lake,12
energy,16,etc,16,county,12
dark,16,along,16,chazelenskyy,12
month,16,asking,16,till,12
shortly,16,requesting,16,hatred,12
previous,16,reporting,16,dignity,12
nightly,16,ride,16,pride,12
parade,16,ukrainewar,16,chapresident,12
sovereigzelenskyy,16,800,16,planpresident,12
ronaldomust,16,door,16,reunited,12
luck,16,falling,16,bringing,12
jemust,16,rejecting,16,postwar,12
jepresident,16,fourth,16,telegrukraine,12
zelenskyypresident,16,portzelenskyy,16,ukrainivolodymyr,12
anythinpresident,16,20ukrainian,16,ukrainiukraine,12
shooting,16,latter,16,sundayworld,12
line,16,delivered,16,phonezelensky,11
hapresident,16,viaanother,16,charging,11
reckless,16,postwar,16,wilzelensky,11
hamust,16,promote,16,vote,11
aggression,16,interest,16,expect,11
indomitable,16,arm,16,ottawa,11
armored,16,taskukrainian,16,redirecting,11
faith,16,sentzelensky,16,crowd,11
ukrainerussian,16,spaffer,15,armoured,11
term,16,preggers,15,vehicle,11
neonazi,16,jewish,15,netherlands,11
jiji,16,italian,15,jane,11
java,16,battle,15,speaks,11
develop,16,julyleader,15,without,11
customer,16,tory,15,appears,11
relationship,16,press,15,expensiexpect,11
conversion,16,struggle,15,started,11
bannerweapon,16,datetricky,15,stoprussia,11
andrewmust,16,reported,15,artillery,11
super,15,attend,15,rub,11
almost,15,anything,15,shoulder,11
wwii,15,showing,15,hit,11
pride,15,hide,15,commander,11
needed,15,journalist,15,2019,11
problem,15,murder,15,remember,11
wanted,15,ongoing,15,ambassador,11
control,15,democratic,15,account,11
frozen,15,advisor,15,try,11
repetition,15,drug,15,russiazelensky,11
advanced,15,violence,15,fexpect,11
everyday,15,power,15,yezelensky,11
emmamany,15,julyrussia,15,voldemort,11
planet,15,paying,15,zelenskyfilm,11
film,15,unable,15,dezelensky,11
contribution,15,lot,15,clown,11
depot,15,rest,15,repetative,11
macron,15,great,15,cocaina,11
happens,15,seen,15,ctoday,11
request,15,degree,15,stan,11
advisor,15,lysychansvolodymyr,15,white,11
step,15,battlefieldwar,15,around,11
refugee,15,129,15,simple,11
seriously,15,laanother,15,worldpresident,11
glory,15,neonazi,15,favourite,11
close,15,fuckitricky,14,finally,11
tonight,15,11,14,black,11
human,15,zeleleader,14,kid,11
present,15,saying,14,44,11
iri,15,zelenskyhahaha,14,750b,11
negotiate,15,tweet,14,biography,10
effect,15,number,14,2014,10
chancellor,15,terrible,14,high,10
blogmust,15,fuckiodds,14,trying,10
ranginmust,15,latest,14,zelenskyjohnson,10
started,15,mount,14,branson,10
soiling,15,mind,14,half,10
blog22,15,either,14,wife,10
keepkyivfree,15,750b,14,independent,10
seat,15,secure,14,hang,10
degreefb,15,thswedish,14,native,10
regain,15,record,14,within,10
opposite,14,action,14,facing,10
mean,14,strategy,14,timeline,10
sent,14,trumpzelensky,14,expected,10
sincerely,14,global,14,policy,10
current,14,crime,14,never,10
strategic,14,2014,14,win,10
china,14,ahead,14,sir,10
speech,14,dozen,14,month,10
sort,14,citizen,14,contact,10
mind,14,confirmedzelensky,14,owner,10
assured,14,occupier,14,discus,10
song,14,vaccine,14,countrytoday,10
offer,14,happening,14,soon,10
losszelensky,14,begging,14,portrait,10
blowing,14,path,14,tony,10
dissenting,14,neo,14,began,10
seems,14,lay,14,yearr,10
inspiration,14,building,14,base,10
japan,14,grinding,14,22,10
mass,14,131st,14,natotoday,10
net,14,lysychansgodspeed,14,upon,10
degreelass,14,oct,13,servant,10
addressmust,14,australiazelensky,13,election,10
celebrity,14,wonder,13,flying,10
solution,14,rise,13,yearukraine,10
degreestamp,14,destruction,13,zelenskynews,10
saidpresident,14,suffering,13,therapyzelenskyy,10
anythindear,14,nra,13,sayzelenskyy,10
asks,13,useless,13,worldukraine,10
perfect,13,donetsk,13,view,10
tweet,13,east,13,returnworld,10
oh,13,something,13,ruto,10
amazing,13,brother,13,withdrawn,10
strengthening,13,fire,13,toyo,10
20,13,reality,13,post,9
zelenskymany,13,german,13,protecting,9
around,13,chat,13,might,9
pincher,13,well,13,received,9
ukrpatch,13,act,13,literally,9
gone,13,running,13,busy,9
watched,13,use,13,ego,9
remind,13,targeting,13,missile,9
totally,13,whilst,13,trouble,9
hopefully,13,small,13,wilukrainian,9
home,13,dude,13,buy,9
parent,13,en,13,mouth,9
leave,13,presideswedish,13,k,9
lot,13,insane,13,self,9
thomas,13,closer,13,regard,9
bach,13,cannon,13,witexpect,9
understand,13,tried,13,nothing,9
holding,13,donated,13,europeanunion,9
factpatch,13,ardern,13,luganozelensky,9
fell,13,illegal,13,similar,9
100m,13,julyukrainian,13,advisor,9
fate,13,regain,13,epidemic,9
thousand,13,sure,13,spell,9
philosopher,13,nearly,13,7,9
describing,13,minister,13,technical,9
asahi,13,actor,13,pure,9
shimbun,13,ball,13,agent,9
zelenskyyzelenskyy,13,mad,13,obvious,9
part,13,normal,13,wsaya,9
quite,13,committed,13,filled,9
bumust,13,arrest,13,worldvolodymyr,9
2022,13,ukragodspeed,13,staff,9
degreetalk,13,blame,12,pursue,9
degreecare,13,hero,12,potential,9
unity,13,prime,12,neocon,9
v,13,belarus,12,owns,9
ukrainereturn,13,appears,12,goal,9
expert,13,lose,12,bombed,9
politics,12,believe,12,chair,9
11,12,living,12,sure,9
le,12,flying,12,8,9
drone,12,writes,12,confrussia,9
fought,12,fu,12,letzelensky,9
loving,12,hour,12,everyone,9
10,12,peopleleader,12,accumulated,9
enjoypresident,12,british,12,gang,8
working,12,scare,12,spent,8
oligarch,12,separatist,12,continue,8
childukraine,12,general,12,request,8
ratezelensky,12,appeaser,12,wget,8
membership,12,inch,12,thinking,8
ukrainepatch,12,taken,12,mean,8
speaking,12,asks,12,zelenskyr,8
depotmany,12,tech,12,private,8
active,12,julyagree,12,scheduled,8
ukraineukraine,12,sense,12,realise,8
mansion,12,weaponrychechnya,12,recognition,8
kolomoisky,12,zone,12,zaporizhia,8
starting,12,ambassador,12,sich,8
achieved,12,warmonger,12,zelenskymagic,8
jew,12,julykissinger,12,applying,8
trying,12,revenge,12,ramzan,8
frank,12,500,12,per,8
forget,12,effort,12,ben,8
tourism,12,police,12,single,8
sign,12,defend,12,mobilize,8
cooperation,12,project,12,walking,8
sector,12,presidezelensky,12,bottom,8
senator,12,territorswedish,12,abbott,8
romney,12,pleads,12,cruz,8
impeaching,12,truth,12,medvedev,8
extorting,12,wswedish,12,wpm,8
hammed,12,school,12,update,8
neither,12,good,12,rt,8
extort,12,tie,12,october,8
vladimir,12,warsaw,12,11,8
gutieress,12,ghetto,12,week,8
ronaldopresident,12,blogpope,12,lot,8
nh,12,betrays,12,wr,8
lysyschansk,12,ukraukraine,12,stay,8
quarter,12,fanother,12,alongside,8
yg,12,vote,12,bahrain,8
impressed,12,131th,12,republic,8
dgn,12,discus,12,necessary,8
pergi,12,reaffirmed,12,cia,8
jumpa,12,recently,12,overseas,8
survive,12,island,12,lead,8
external,12,deliberately,12,zelenskygrab,8
toyo,12,elevate,12,2027,8
child,12,relevant,12,road,8
lover,12,misinterpreted,12,jerusalem,8
showeddear,12,nonsense,12,resultexpect,8
opportunityrussian,12,sevolodymyr,12,russiatoday,8
degreehope,12,captured,12,cooperate,8
addresspresident,12,brexit,12,rusvolodymyr,8
chancemust,12,shyster,12,frontlpresident,8
encouraging,12,drew,12,standwithukzelensky,8
arming,12,coverage,12,yearlong,8
harussia,12,4th,12,permanently,8
polish,12,deeper,12,brit,8
truly,12,viamedium,12,immediately,8
enjoy,12,petro,12,65,8
exppresident,12,poroshenko,12,plus,8
showedukraine,12,credited,12,ur,8
ua,12,predecessor,12,wht,8
retweet,12,strong,12,w,8
degreepleased,12,putinmedium,12,atgm,8
brexit,12,australia,12,truck,8
chancepresident,12,aranother,12,07,8
expzelenskyy,12,ukraerm,12,extreme,8
81,12,partyanother,12,cpresident,8
joseph,12,leadership,12,stuff,8
showedunited,12,weaponryupdate,12,mirrorpresident,8
shpresident,12,zelenskydowning,11,wrussian,8
bupresident,12,zelenskyboris,11,reach,8
showedputin,12,caught,11,camperdowndpr,8
anthonyalbanese,12,mario,11,home,8
challenging,12,woman,11,4zelensky,8
showedproud,12,warned,11,camperdownget,8
delivering,12,afu,11,confmr,8
ivopresident,12,chechnya,11,cocaine,8
competingpresident,12,second,11,wmacdonald,8
ironclad,12,chechen,11,influence,8
territoryloss,12,persecutes,11,yugoslavia,8
ukrainezelenskyy,12,tatar,11,frussia,8
harussian,12,muslim,11,yearwife,8
forcepresident,12,thzelensky,11,camperdownmany,8
luhanskdear,12,calleader,11,voldymyr,8
forcerussian,12,casualty,11,confplace,8
outlined,12,remembered,11,confpresident,8
obviously,12,stubborn,11,expensipresident,8
millionmany,11,allied,11,cassis,8
deception,11,obtained,11,messagepresident,8
hour,11,41,11,rush,8
couple,11,screen,11,student,8
used,11,continually,11,economy,8
bad,11,playing,11,togejohnson,8
dog,11,bastard,11,making,8
popular,11,beginning,11,aftukraine,8
whatever,11,60,11,exportputting,8
minute,11,document,11,globalist,8
definitely,11,fought,11,worldalbo,8
english,11,yr,11,yetpresident,8
kadyrov,11,open,11,democracyjoint,8
smart,11,wall,11,anderssonputting,8
however,11,handcart,11,exportpresident,8
social,11,bomb,11,besieged,8
according,11,deadly,11,exportknow,8
heavy,11,5,11,smartnews,8
allow,11,dickhead,11,zelenskyyseen,8
millionzelensky,11,weaponryterrifying,11,ukraine22,8
extract,11,funding,11,birthday,8
shelling,11,totally,11,telegrukrainian,8
crook,11,julychechnya,11,zelenskyyreally,8
son,11,stay,11,ukraineukraine,8
pawn,11,wizelensky,11,inkling,8
switzerland,11,rt,11,zelenskyythought,8
except,11,jorussia,11,democracyukraine,8
quiet,11,inflation,11,sundayukraine,8
retirement,11,taskzelenskyy,11,headworld,8
ensure,11,thief,11,telegrjoint,8
bannerpresident,11,republican,11,ukrainejoint,8
action,11,tacday,11,regains,8
quota,11,silly,11,location,8
mf,11,trick,11,needzelenskyy,8
asking,11,annually,11,worldworld,8
afghanistan,11,roughly,11,aftpresident,8
supporttoday,11,deception,11,startzelenskyy,8
peacezelenskyy,11,sonzelensky,11,discuspresident,8
celebrated,11,matter,10,planzelenskyy,8
yeah,11,jew,10,startfirst,8
paint,11,course,10,spokesman,8
visiting,11,wheel,10,smartnewspresident,8
dire,11,distract,10,ukraineworld,8
warning,11,failed,10,hint,8
heeded,11,fail,10,brick,8
grace,11,zelenskyukraine,10,democracypresident,8
graveyard,11,shield,10,worldrussian,8
innocent,11,sir,10,ukrainipresident,8
starring,11,damage,10,zelenskyyjoint,8
vote,11,self,10,anderjoint,8
saidzelenskyy,11,restore,10,saying,8
anythinproud,11,cause,10,drawn,8
degreegood,11,bloody,10,fella,8
threturn,11,tax,10,definerussian,8
enjoyelder,11,mate,10,telegrprime,8
black,10,coke,10,school,8
spending,10,pop,10,planfirst,8
netflix,10,jan,10,planrussian,8
sick,10,abroad,10,story,8
joke,10,hope,10,affluent,8
certainly,10,rate,10,illinois,8
carrie,10,thunberg,10,swiss,8
viapatch,10,stuck,10,mass,8
joining,10,picture,10,officerukraine,8
european,10,setting,10,luhanskrussian,8
chat,10,ending,10,sundayputting,8
glad,10,podolyak,10,admiratworld,8
tiny,10,carrot,10,indonesia,8
us,10,javelin,10,luhanskworld,8
able,10,controlled,10,sundayfirst,8
legitimate,10,launder,10,closer,8
lost,10,held,10,magdalenaandersson,8
ever,10,putinrussia,10,buch,8
ousts,10,deep,10,borodyanka,8
spy,10,weaponzelensky,10,newsvolodymyr,8
relative,10,abuse,10,zelenskyyrussian,8
scout,10,f,10,wave,8
kangaroothink,10,ruszelensky,10,covid,8
economy,10,fleezelensky,10,cleaned,8
partypatch,10,penn,10,frontline,8
dpr,10,rocketzelensky,10,gradually,8
success,10,httpswedish,10,moving,8
becomes,10,shake,10,forward,8
factukraine,10,mizelensky,10,kharkiv,8
demand,10,afghanistan,10,sweepstake,8
contribute,10,bulletin,10,katie,8
february,10,referred,10,harvey,8
2024,10,rebel,10,gareth,8
britain,10,leading,10,southgate,8
wzelensky,10,rob,10,frankie,8
ha,10,contact,10,denys,8
role,10,weaponryukrainian,10,target,8
degreeperrottet,10,defense,10,arrivalpresident,8
degreesupport,10,zelenszelensky,10,arrivworld,8
mulsurprising,10,hussain,10,replied,8
continues,10,care,10,five,8
live,10,ago,10,republican,8
microsoft,10,50th,10,senator,8
tokyo,10,large,10,sought,8
degreeandrew,10,commzelenskyy,10,redesign,8
russiamust,10,tolerate,10,nigeria,8
citymust,10,investment,10,alleged,8
diplomatic,10,battlefieldbig,10,0710927262zelensky,8
installed,10,decision,10,jew,8
feeling,10,gov,10,messagetoday,8
find,10,lostmedium,10,messagezelensky,8
greeting,10,actually,10,driven,8
invited,10,terror,10,kyivtoday,8
anythinzelenskyy,10,declaration,10,baltic,8
addict,10,13,10,poland,8
baby,10,image,10,expecting,7
top,10,pre,10,liberatiozelensky,7
200,10,admin,10,confexpect,7
capture,9,cohen,10,fly,7
scandal,9,indiv,10,lisichansk,7
clown,9,case,10,bandera,7
roughly,9,sergeant,10,process,7
wishing,9,confused,10,constable,7
old,9,fucking,9,durham,7
hot,9,ru,9,imminentlyexpect,7
nobody,9,shot,9,zelenskypoint,7
fund,9,kremlin,9,crimea,7
remember,9,forgottenukraine,9,speaking,7
xi,9,coming,9,zelenskycurrent,7
called,9,half,9,happening,7
busy,9,greedy,9,proof,7
source,9,clip,9,opposition,7
pro,9,yes,9,tory,7
shake,9,tricky,9,line,7
tax,9,fed,9,germany,7
depotzelensky,9,domestic,9,phonepresident,7
emmapatch,9,weekly,9,coming,7
central,9,preparing,9,propelled,7
banker,9,quick,9,howitzer,7
admitted,9,quite,9,service,7
civilian,9,shameless,9,warinukraine,7
artillery,9,backed,9,caesar,7
doctor,9,spokesperson,9,uaarmy,7
went,9,bother,9,asked,7
ratemany,9,personal,9,yearvolodymyr,7
enjoyhope,9,annoyed,9,luxury,7
billionaire,9,used,9,zelenskyrussian,7
signallinukraine,9,mess,9,source,7
trudeau,9,58pm,9,narrative,7
food,9,battlefield,9,russiar,7
young,9,early,9,presidezelensky,7
others,9,largest,9,fvolodymyr,7
2014,9,away,9,club,7
usually,9,ffs,9,offshore,7
caught,9,speaker,9,proxyzelensky,7
selfie,9,street,9,north,7
court,9,jealous,9,korea,7
act,9,debacle,9,yearworld,7
jul,9,ended,9,cpresidente,7
area,9,soon,9,closed,7
break,9,added,9,inside,7
center,9,infantile,9,republipresident,7
hamilton,9,warzelensky,9,natoexpect,7
iii,9,buying,9,imagine,7
effective,9,weaponryevery,9,zelenskysaying,7
footage,9,fueling,9,ua,7
alert,9,planet,9,young,7
signed,9,hush,9,arrival,7
pic,9,forgottenmust,9,walk,7
mulmust,9,thousand,9,collecting,7
sicily,9,fest,9,con,7
sardinia,9,cheque,9,grainexpect,7
hold,9,book,9,camperdownmedium,7
girl,9,humanity,9,yearhigh,7
air,9,place,9,von,7
sends,9,asked,9,der,7
lolzelensky,9,london,9,breaking,7
zero,8,supply,9,nwo,7
door,8,changed,9,expert,7
ring,8,minsk,9,wnews,7
though,8,agreement,9,several,7
clean,8,julyterrifying,9,ruspresident,7
funny,8,nazizelensky,9,fuelling,7
leading,8,wef,9,aura,7
standwithukraine,8,propagandist,9,ebulliently,7
ukrainezelensky,8,7,9,confident,7
invitation,8,aggression,9,rhetoric,7
fire,8,child,9,collapse,7
pleads,8,forceswedish,9,oil,7
ahmatzelensky,8,guyzelensky,9,na,7
pound,8,change,9,bring,7
jail,8,kharkiv,9,throw,7
across,8,defensive,9,live,7
situation,8,within,9,market,7
either,8,important,9,fpresident,7
rpatch,8,inviteukraine,9,including,7
gathered,8,blogmariupol,9,detailplace,7
investment,8,treasure,9,together,7
conflict,8,trillion,9,neighboring,7
meant,8,rich,9,merrick,7
lossukraine,8,boy,9,pattern,7
bannerelder,8,moscow,9,conversation,7
different,8,brought,9,therapyknow,7
conservative,8,fund,9,us,7
toby,8,bigger,9,zelenskyyrussia,7
newstead,8,brave,9,telegrseen,7
suze,8,bloganother,9,madrid,7
wilson,8,gone,9,zelenskyyukrainian,7
kindly,8,aged,9,zelenskyyjohnson,7
facing,8,useful,9,thought,7
emmaputin,8,hrussia,9,35m,7
highest,8,54,9,mansion,7
whitewashed,8,ukrawar,9,florida,7
expansion,8,hatred,9,head,7
shoot,8,battlefieldwhitehouse,9,tokyo,7
impersonator,8,worth,9,center,7
pretend,8,przelensky,9,lysychanskrussian,7
extraukraine,8,sham,9,cheap,7
wpatch,8,wandering,9,wread,7
ball,8,gzelensky,9,clong,7
signallinmany,8,russiazelensky,9,conflong,7
zelenskyaustralian,8,grift,9,watchplace,7
animal,8,whenever,8,ukraeastern,7
blessing,8,lead,8,increase,7
zelepresident,8,completely,8,combat,7
reminded,8,bullshit,8,capability,7
mogg,8,working,8,withdrew,7
london,8,fan,8,membership,7
symbol,8,agenda,8,exercise,7
ex,8,forgottenhahaha,8,inalienable,7
second,8,disinformation,8,baby,6
color,8,pls,8,advice,6
abandon,8,construction,8,history,6
empty,8,dream,8,governmentzelensky,6
chair,8,calodds,8,shrewd,6
paper,8,cswedish,8,planning,6
pres,8,autumn,8,footage,6
avery,8,silence,8,seen,6
dumb,8,doubter,8,phonepoint,6
copy,8,always,8,reason,6
chechnya,8,set,8,babyzelensky,6
dancing,8,blower,8,ukrainizelensky,6
er,8,save,8,found,6
shitload,8,datezelensky,8,chat,6
condiment,8,wife,8,btw,6
case,8,relationship,8,lifebelt,6
destrupatch,8,answer,8,fellow,6
agent,8,add,8,longer,6
bhl,8,drop,8,announcing,6
figure,8,6th,8,athlete,6
france,8,everyone,8,recently,6
podcast,8,national,8,flight,6
instead,8,forgotten6,8,tweeted,6
bot,8,fleader,8,astro,6
invader,8,sight,8,biggest,6
teach,8,trip,8,soviet,6
changed,8,bullet,8,modern,6
executive,8,ecclestone,8,osama,6
pak,8,avoid,8,bin,6
presiden,8,ton,8,laden,6
ultimately,8,possibly,8,sending,6
milk,8,spree,8,negotiate,6
volodymyrzelenskyy,8,pity,8,trip,6
highlandpark,8,overseas,8,personally,6
degreegoodall,8,bffs,8,invited,6
hoe,8,widodo,8,camperdownvictory,6
knowzelenskyy,8,shatzelensky,8,screen,6
conditional,8,dictator,8,russiaukraine,6
degreeworld,8,somewhere,8,imminentlytoday,6
lecturer,8,jotiktok,8,expensiplace,6
zelenskyydear,8,3d,8,fukraine,6
muchmust,8,projection,8,citizenship,6
acknowledge,8,sector,8,movie,6
personally,8,nose,8,boss,6
image,8,cozelensky,8,bus,6
zelenskyymorning,8,injectzelensky,8,zelenskydonetsk,6
ukraine22,8,bet,8,preferable,6
uniquely,8,weaponrypm,8,soka,6
luhansk22,8,bribery,8,gakkai,6
kissing,8,hand,8,peerage,6
particular22,8,person,8,effortexpect,6
waited,8,devastated,8,handler,6
cmust,8,flight,8,zelenskyseparatist,6
ranginukraine,8,pinpoint,8,trudeau,6
commonwealth,8,thukraine,8,chechen,6
99,8,leaderukraine,8,published,6
peacecare,8,safe,8,brought,6
chanceukrainian,8,space,8,australiazelensky,6
exp22,8,flee,8,everywhere,6
particularukraine,8,clash,8,appartments,6
hug,8,beijing,8,fun,6
mulwish,8,forum,8,yeah,6
getting22,8,zionist,8,want,6
w22,8,carelessness,8,partzelensky,6
destroyed,8,seek,8,w3,6
caused,8,denying,8,blair,6
showed22,8,policy,8,game,6
peoplemust,8,tense,8,sea,6
showedsurprising,8,newsrussia,8,article,6
peace22,8,particular,8,estimate,6
articlemust,8,tierussia,8,telephone,6
popcorn,8,threadukraine,8,yearrussia,6
spectacle,8,smartnewsswedish,8,burisma,6
lysychansk22,8,countrycrisis,8,gon,6
